,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
613,2019-03-22,Botswana,Angola,0,1,African Cup of Nations qualification,Francistown,Botswana,False
614,2019-03-22,Anguilla,USA Virgin Islands,0,3,CONCACAF Nations League qualification,The Valley,Anguilla,False
615,2019-03-22,Cayman Islands,Montserrat,1,2,CONCACAF Nations League qualification,West Bay,Cayman Islands,False
616,2019-03-22,Saint Lucia,Aruba,3,2,CONCACAF Nations League qualification,North Sound,Antigua and Barbuda,True
617,2019-03-23,Brazil,Panama,1,1,Friendly,Porto,Portugal,True
618,2019-03-23,Malaysia,Afghanistan,2,1,Friendly,Kuala Lumpur,Malaysia,False
619,2019-03-23,Oman,Singapore,1,1,Friendly,Kuala Lumpur,Malaysia,True
620,2019-03-23,Georgia,Switzerland,0,2,UEFA Euro qualification,Tbilisi,Georgia,False
621,2019-03-23,Gibraltar,Republic of Ireland,0,1,UEFA Euro qualification,Gibraltar,Gibraltar,False
622,2019-03-23,Malta,Faroe Islands,2,1,UEFA Euro qualification,Attard,Malta,False
623,2019-03-23,Sweden,Romania,2,1,UEFA Euro qualification,Stockholm,Sweden,False
624,2019-03-23,Spain,Norway,2,1,UEFA Euro qualification,Valencia,Spain,False
625,2019-03-23,Bosnia and Herzegovina,Armenia,2,1,UEFA Euro qualification,Sarajevo,Bosnia and Herzegovina,False
626,2019-03-23,Italy,Finland,2,0,UEFA Euro qualification,Udine,Italy,False
627,2019-03-23,Liechtenstein,Greece,0,2,UEFA Euro qualification,Vaduz,Liechtenstein,False
628,2019-03-23,Senegal,Madagascar,2,0,African Cup of Nations qualification,Thiès,Senegal,False
629,2019-03-23,Cameroon,Comoros,3,0,African Cup of Nations qualification,Yaoundé,Cameroon,False
630,2019-03-23,Mali,South Sudan,3,0,African Cup of Nations qualification,Bamako,Mali,False
631,2019-03-23,Ghana,Kenya,1,0,African Cup of Nations qualification,Accra,Ghana,False
632,2019-03-23,Niger,Egypt,1,1,African Cup of Nations qualification,Niamey,Niger,False
633,2019-03-23,Zambia,Namibia,4,1,African Cup of Nations qualification,Lusaka,Zambia,False
634,2019-03-23,Dominica,Bahamas,4,0,CONCACAF Nations League qualification,Roseau,Dominica,False
635,2019-03-23,Antigua and Barbuda,Curaçao,2,1,CONCACAF Nations League qualification,North Sound,Antigua and Barbuda,False
636,2019-03-23,Guyana,Belize,2,1,CONCACAF Nations League qualification,Leonora,Guyana,False
637,2019-03-23,Suriname,Saint Kitts and Nevis,2,0,CONCACAF Nations League qualification,Paramaribo,Suriname,False
638,2019-03-24,Taiwan,Solomon Islands,0,1,Friendly,Taipei,Taiwan,False
639,2019-03-24,Fiji,Mauritius,1,0,Friendly,Lautoka,Fiji,False
640,2019-03-24,Northern Ireland,Belarus,2,1,UEFA Euro qualification,Belfast,Northern Ireland,False
641,2019-03-24,Netherlands,Germany,2,3,UEFA Euro qualification,Amsterdam,Netherlands,False
642,2019-03-24,Wales,Slovakia,1,0,UEFA Euro qualification,Cardiff,Wales,False
643,2019-03-24,Hungary,Croatia,2,1,UEFA Euro qualification,Budapest,Hungary,False
644,2019-03-24,Israel,Austria,4,2,UEFA Euro qualification,Haifa,Israel,False
645,2019-03-24,Poland,Latvia,2,0,UEFA Euro qualification,Warsaw,Poland,False
646,2019-03-24,Slovenia,North Macedonia,1,1,UEFA Euro qualification,Ljubljana,Slovenia,False
647,2019-03-24,San Marino,Scotland,0,2,UEFA Euro qualification,Serravalle,San Marino,False
648,2019-03-24,Kazakhstan,Russia,0,4,UEFA Euro qualification,Nur-Sultan,Kazakhstan,False
649,2019-03-24,Cyprus,Belgium,0,2,UEFA Euro qualification,Nicosia,Cyprus,False
650,2019-03-24,Benin,Togo,2,1,African Cup of Nations qualification,Cotonou,Benin,False
651,2019-03-24,Libya,South Africa,1,2,African Cup of Nations qualification,Sfax,Tunisia,True
652,2019-03-24,Zimbabwe,Congo,2,0,African Cup of Nations qualification,Harare,Zimbabwe,False
653,2019-03-24,Central African Republic,Guinea,0,0,African Cup of Nations qualification,Bangui,Central African Republic,False
654,2019-03-24,Tanzania,Uganda,3,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,False
655,2019-03-24,Puerto Rico,Grenada,0,2,CONCACAF Nations League qualification,Bayamón,Puerto Rico,False
656,2019-03-24,Dominican Republic,Bermuda,1,3,CONCACAF Nations League qualification,Santiago de los Caballeros,Dominican Republic,False
657,2019-03-24,Haiti,Cuba,2,1,CONCACAF Nations League qualification,Port-au-Prince,Haiti,False
658,2019-03-24,Barbados,Nicaragua,0,1,CONCACAF Nations League qualification,Bridgetown,Barbados,False
659,2019-03-24,El Salvador,Jamaica,2,0,CONCACAF Nations League qualification,San Salvador,El Salvador,False
660,2019-03-25,Azerbaijan,Lithuania,0,0,Friendly,Baku,Azerbaijan,False
661,2019-03-25,Kuwait,Nepal,1,0,Friendly,Al Ahmadi,Kuwait,False
662,2019-03-25,Myanmar,Indonesia,0,2,Friendly,Mandalay,Myanmar,False
663,2019-03-25,Saudi Arabia,Equatorial Guinea,3,2,Friendly,Riyadh,Saudi Arabia,False
664,2019-03-25,Kosovo,Bulgaria,1,1,UEFA Euro qualification,Pristina,Kosovo,False
665,2019-03-25,Montenegro,England,1,5,UEFA Euro qualification,Podgorica,Montenegro,False
666,2019-03-25,Portugal,Serbia,1,1,UEFA Euro qualification,Lisbon,Portugal,False
667,2019-03-25,Luxembourg,Ukraine,1,2,UEFA Euro qualification,Luxembourg City,Luxembourg,False
668,2019-03-25,Turkey,Moldova,4,0,UEFA Euro qualification,Eskişehir,Turkey,False
669,2019-03-25,Andorra,Albania,0,3,UEFA Euro qualification,Andorra la Vella,Andorra,False
670,2019-03-25,France,Iceland,4,0,UEFA Euro qualification,Paris,France,False
671,2019-03-26,Algeria,Tunisia,1,0,Friendly,Blida,Algeria,False
672,2019-03-26,Costa Rica,Jamaica,1,0,Friendly,San José,Costa Rica,False
673,2019-03-26,Czech Republic,Brazil,1,3,Friendly,Prague,Czech Republic,False
674,2019-03-26,Ghana,Mauritania,3,1,Friendly,Accra,Ghana,False
675,2019-03-26,Gibraltar,Estonia,0,1,Friendly,Gibraltar,Gibraltar,False
676,2019-03-26,Honduras,Ecuador,0,0,Friendly,Harrison,USA,True
677,2019-03-26,Ivory Coast,Liberia,1,0,Friendly,Abidjan,Ivory Coast,False
678,2019-03-26,Japan,Bolivia,0,1,Kirin Challenge Cup,Kobe,Japan,False
679,2019-03-26,South Korea,Colombia,2,1,Friendly,Seoul,South Korea,False
680,2019-03-26,Morocco,Argentina,0,1,Friendly,Tangier,Morocco,False
681,2019-03-26,Nicaragua,Guatemala,0,1,Friendly,Managua,Nicaragua,False
682,2019-03-26,Nigeria,Egypt,1,0,Friendly,Asaba,Nigeria,False
683,2019-03-26,Paraguay,Mexico,2,4,Friendly,Santa Clara,USA,True
684,2019-03-26,Peru,El Salvador,0,2,Friendly,Washington,USA,True
685,2019-03-26,Senegal,Mali,2,1,Friendly,Dakar,Senegal,False
686,2019-03-26,United Arab Emirates,Syria,0,0,Friendly,Abu Dhabi,United Arab Emirates,False
687,2019-03-26,USA,Chile,1,1,Friendly,Houston,USA,False
688,2019-03-26,Republic of Ireland,Georgia,1,0,UEFA Euro qualification,Dublin,Republic of Ireland,False
689,2019-03-26,Switzerland,Denmark,3,3,UEFA Euro qualification,Basel,Switzerland,False
690,2019-03-26,Malta,Spain,0,2,UEFA Euro qualification,Attard,Malta,False
691,2019-03-26,Norway,Sweden,3,3,UEFA Euro qualification,Oslo,Norway,False
692,2019-03-26,Romania,Faroe Islands,4,1,UEFA Euro qualification,Cluj-Napoca,Romania,False
693,2019-03-26,Bosnia and Herzegovina,Greece,2,2,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False
694,2019-03-26,Italy,Liechtenstein,6,0,UEFA Euro qualification,Parma,Italy,False
695,2019-03-26,Armenia,Finland,0,2,UEFA Euro qualification,Yerevan,Armenia,False
696,2019-04-20,Botswana,Seychelles,2,0,African Nations Championship qualification,Lobatse,Botswana,False
697,2019-04-20,Eswatini,Malawi,0,0,African Nations Championship qualification,Manzini,Eswatini,False
698,2019-05-11,Malawi,Eswatini,1,1,African Nations Championship qualification,Blantyre,Malawi,False
699,2019-05-11,Seychelles,Botswana,1,3,African Nations Championship qualification,Victoria,Seychelles,False
700,2019-05-25,Eswatini,Mauritius,2,2,COSAFA Cup,Durban,South Africa,True
701,2019-05-26,Mozambique,Namibia,1,2,COSAFA Cup,Durban,South Africa,True
702,2019-05-26,Malawi,Seychelles,3,0,COSAFA Cup,Durban,South Africa,True
703,2019-05-27,Eswatini,Comoros,2,2,COSAFA Cup,Durban,South Africa,True
704,2019-05-28,Seychelles,Mozambique,0,0,COSAFA Cup,Durban,South Africa,True
705,2019-05-28,Namibia,Malawi,1,2,COSAFA Cup,Durban,South Africa,True
706,2019-05-28,Laos,Sri Lanka,2,1,Friendly,Vientiane,Laos,False
707,2019-05-29,Comoros,Mauritius,2,1,COSAFA Cup,Durban,South Africa,True
708,2019-05-30,Mozambique,Malawi,1,1,COSAFA Cup,Durban,South Africa,True
709,2019-05-30,Namibia,Seychelles,3,0,COSAFA Cup,Durban,South Africa,True
710,2019-05-30,Turkey,Greece,2,1,Friendly,Antalya,Turkey,False
711,2019-05-31,Laos,Sri Lanka,2,2,Friendly,Vientiane,Laos,False
712,2019-06-01,Lesotho,Uganda,0,0,COSAFA Cup,Durban,South Africa,True
713,2019-06-01,Zimbabwe,Comoros,2,0,COSAFA Cup,Durban,South Africa,True
714,2019-06-01,Venezuela,Ecuador,1,1,Friendly,Miami Gardens,USA,True
715,2019-06-02,South Africa,Botswana,2,2,COSAFA Cup,Durban,South Africa,False
716,2019-06-02,Zambia,Malawi,2,2,COSAFA Cup,Durban,South Africa,True
717,2019-06-02,El Salvador,Haiti,1,0,Friendly,Washington,USA,True
718,2019-06-02,France,Bolivia,2,0,Friendly,Nantes,France,False
719,2019-06-02,Luxembourg,Madagascar,3,3,Friendly,Luxembourg City,Luxembourg,False
720,2019-06-02,Malaysia,Nepal,2,0,Friendly,Kuala Lumpur,Malaysia,False
721,2019-06-02,Turkey,Uzbekistan,0,0,Friendly,Alanya,Turkey,False
722,2019-06-03,Colombia,Panama,3,0,Friendly,Bogotá,Colombia,False
723,2019-06-03,Vanuatu,Tahiti,2,0,Friendly,Port Vila,Vanuatu,False
724,2019-06-04,Comoros,Malawi,1,2,COSAFA Cup,Durban,South Africa,True
725,2019-06-04,South Africa,Uganda,1,1,COSAFA Cup,Durban,South Africa,False
726,2019-06-05,Lesotho,Botswana,1,2,COSAFA Cup,Durban,South Africa,True
727,2019-06-05,Zimbabwe,Zambia,0,0,COSAFA Cup,Durban,South Africa,True
728,2019-06-05,Brazil,Qatar,2,0,Friendly,Brasília,Brazil,False
729,2019-06-05,Japan,Trinidad and Tobago,0,0,Kirin Challenge Cup,Toyota City,Japan,False
730,2019-06-05,Mexico,Venezuela,3,1,Friendly,Atlanta,USA,True
731,2019-06-05,Paraguay,Honduras,1,1,Friendly,Ciudad del Este,Paraguay,False
732,2019-06-05,Peru,Costa Rica,1,0,Friendly,Lima,Peru,False
733,2019-06-05,USA,Jamaica,0,1,Friendly,Washington,USA,False
734,2019-06-05,Portugal,Switzerland,3,1,UEFA Nations League,Porto,Portugal,False
735,2019-06-06,Bermuda,Guyana,1,0,Friendly,Hamilton,Bermuda,False
736,2019-06-06,Chile,Haiti,2,1,Friendly,Coquimbo,Chile,False
737,2019-06-06,Taiwan,Nepal,1,1,Friendly,Kaohsiung,Taiwan,False
738,2019-06-06,Iran,Syria,5,0,Friendly,Tehran,Iran,False
739,2019-06-06,Slovakia,Jordan,5,1,Friendly,Trnava,Slovakia,False
740,2019-06-06,Tajikistan,Afghanistan,1,1,Friendly,Dushanbe,Tajikistan,False
741,2019-06-06,England,Netherlands,1,3,UEFA Nations League,Guimarães,Portugal,True
742,2019-06-06,Bhutan,Guam,1,0,FIFA World Cup qualification,Thimphu,Bhutan,False
743,2019-06-06,Cambodia,Pakistan,2,0,FIFA World Cup qualification,Phnom Penh,Cambodia,False
744,2019-06-06,Laos,Bangladesh,0,1,FIFA World Cup qualification,Vientiane,Laos,False
745,2019-06-06,Macau,Sri Lanka,1,0,FIFA World Cup qualification,Zhuhai,Macau,False
746,2019-06-06,Mongolia,Brunei Darussalam,2,0,FIFA World Cup qualification,Ulaanbaatar,Mongolia,False
747,2019-06-07,Czech Republic,Bulgaria,2,1,UEFA Euro qualification,Prague,Czech Republic,False
748,2019-06-07,Montenegro,Kosovo,1,1,UEFA Euro qualification,Podgorica,Montenegro,False
749,2019-06-07,Lithuania,Luxembourg,1,1,UEFA Euro qualification,Vilnius,Lithuania,False
750,2019-06-07,Ukraine,Serbia,5,0,UEFA Euro qualification,Lviv,Ukraine,False
751,2019-06-07,Georgia,Gibraltar,3,0,UEFA Euro qualification,Tbilisi,Georgia,False
752,2019-06-07,Denmark,Republic of Ireland,1,1,UEFA Euro qualification,Copenhagen,Denmark,False
753,2019-06-07,Faroe Islands,Spain,1,4,UEFA Euro qualification,Tórshavn,Faroe Islands,False
754,2019-06-07,Norway,Romania,2,2,UEFA Euro qualification,Oslo,Norway,False
755,2019-06-07,Sweden,Malta,3,0,UEFA Euro qualification,Stockholm,Sweden,False
756,2019-06-07,Austria,Slovenia,1,0,UEFA Euro qualification,Klagenfurt,Austria,False
757,2019-06-07,North Macedonia,Poland,0,1,UEFA Euro qualification,Skopje,North Macedonia,False
758,2019-06-07,Latvia,Israel,0,3,UEFA Euro qualification,Riga,Latvia,False
759,2019-06-07,Lesotho,Zimbabwe,2,2,COSAFA Cup,Durban,South Africa,True
760,2019-06-07,South Africa,Malawi,0,0,COSAFA Cup,Durban,South Africa,False
761,2019-06-07,Argentina,Nicaragua,5,1,Friendly,San Juan,Argentina,False
762,2019-06-07,China PR,Philippines,2,0,Friendly,Guangzhou,China PR,False
763,2019-06-07,Fiji,Tahiti,1,1,Friendly,Port Vila,Vanuatu,True
764,2019-06-07,Ivory Coast,Comoros,3,1,Friendly,Boulogne-Sur-Mer,Ivory Coast,False
765,2019-06-07,Kenya,Madagascar,1,0,Friendly,Bondoufle,Kenya,False
766,2019-06-07,South Korea,Australia,1,0,Friendly,Busan,South Korea,False
767,2019-06-07,Tunisia,Iraq,2,0,Friendly,Radès,Tunisia,False
768,2019-06-07,Uruguay,Panama,3,0,Friendly,Montevideo,Uruguay,False
769,2019-06-07,Uzbekistan,North Korea,4,0,Friendly,Tashkent,Uzbekistan,False
770,2019-06-07,Malaysia,Timor-Leste,7,1,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False
771,2019-06-08,Estonia,Northern Ireland,1,2,UEFA Euro qualification,Tallinn,Estonia,False
772,2019-06-08,Belarus,Germany,0,2,UEFA Euro qualification,Borisov,Belarus,False
773,2019-06-08,Croatia,Wales,2,1,UEFA Euro qualification,Osijek,Croatia,False
774,2019-06-08,Azerbaijan,Hungary,1,3,UEFA Euro qualification,Baku,Azerbaijan,False
775,2019-06-08,Iceland,Albania,1,0,UEFA Euro qualification,Reykjavík,Iceland,False
776,2019-06-08,Moldova,Andorra,1,0,UEFA Euro qualification,Chișinău,Moldova,False
777,2019-06-08,Turkey,France,2,0,UEFA Euro qualification,Konya,Turkey,False
778,2019-06-08,Russia,San Marino,9,0,UEFA Euro qualification,Saransk,Russia,False
779,2019-06-08,Scotland,Cyprus,2,1,UEFA Euro qualification,Glasgow,Scotland,False
780,2019-06-08,Belgium,Kazakhstan,3,0,UEFA Euro qualification,Brussels,Belgium,False
781,2019-06-08,Finland,Bosnia and Herzegovina,2,0,UEFA Euro qualification,Tampere,Finland,False
782,2019-06-08,Armenia,Liechtenstein,3,0,UEFA Euro qualification,Yerevan,Armenia,False
783,2019-06-08,Greece,Italy,0,3,UEFA Euro qualification,Athens,Greece,False
784,2019-06-08,Botswana,Zambia,0,1,COSAFA Cup,Durban,South Africa,True
785,2019-06-08,Angola,Guinea-Bissau,2,0,Friendly,Penafiel,Angola,False
786,2019-06-08,Nigeria,Zimbabwe,0,0,Friendly,Asaba,Nigeria,False
787,2019-06-08,Singapore,Solomon Islands,4,3,Friendly,Kallang,Singapore,False
788,2019-06-09,Brazil,Honduras,7,0,Friendly,Porto Alegre,Brazil,False
789,2019-06-09,Cameroon,Zambia,2,1,Friendly,Majadahonda,Cameroon,False
790,2019-06-09,DR Congo,Burkina Faso,0,0,Friendly,Marbella,Spain,True
791,2019-06-09,Japan,El Salvador,2,0,Kirin Challenge Cup,Rifu,Japan,False
792,2019-06-09,Mexico,Ecuador,3,2,Friendly,Arlington,USA,True
793,2019-06-09,Paraguay,Guatemala,2,0,Friendly,Asunción,Paraguay,False
794,2019-06-09,Peru,Colombia,0,3,Friendly,Lima,Peru,False
795,2019-06-09,Turkmenistan,Uganda,0,0,Friendly,Abu Dhabi,United Arab Emirates,True
796,2019-06-09,USA,Venezuela,0,3,Friendly,Cincinnati,USA,False
797,2019-06-09,Switzerland,England,0,0,UEFA Nations League,Guimarães,Portugal,True
798,2019-06-09,Portugal,Netherlands,1,0,UEFA Nations League,Porto,Portugal,False
799,2019-06-10,Czech Republic,Montenegro,3,0,UEFA Euro qualification,Olomouc,Czech Republic,False
800,2019-06-10,Bulgaria,Kosovo,2,3,UEFA Euro qualification,Sofia,Bulgaria,False
801,2019-06-10,Serbia,Lithuania,4,1,UEFA Euro qualification,Belgrade,Serbia,False
802,2019-06-10,Ukraine,Luxembourg,1,0,UEFA Euro qualification,Lviv,Ukraine,False
803,2019-06-10,Republic of Ireland,Gibraltar,2,0,UEFA Euro qualification,Dublin,Republic of Ireland,False
804,2019-06-10,Denmark,Georgia,5,1,UEFA Euro qualification,Copenhagen,Denmark,False
805,2019-06-10,Faroe Islands,Norway,0,2,UEFA Euro qualification,Tórshavn,Faroe Islands,False
806,2019-06-10,Malta,Romania,0,4,UEFA Euro qualification,Attard,Malta,False
807,2019-06-10,Spain,Sweden,3,0,UEFA Euro qualification,Madrid,Spain,False
808,2019-06-10,North Macedonia,Austria,1,4,UEFA Euro qualification,Skopje,North Macedonia,False
809,2019-06-10,Poland,Israel,4,0,UEFA Euro qualification,Warsaw,Poland,False
810,2019-06-10,Latvia,Slovenia,0,5,UEFA Euro qualification,Riga,Latvia,False
811,2019-06-10,Vanuatu,Fiji,0,0,Friendly,Port Vila,Vanuatu,False
812,2019-06-11,Germany,Estonia,8,0,UEFA Euro qualification,Mainz,Germany,False
813,2019-06-11,Belarus,Northern Ireland,0,1,UEFA Euro qualification,Borisov,Belarus,False
814,2019-06-11,Azerbaijan,Slovakia,1,5,UEFA Euro qualification,Baku,Azerbaijan,False
815,2019-06-11,Hungary,Wales,1,0,UEFA Euro qualification,Budapest,Hungary,False
816,2019-06-11,Iceland,Turkey,2,1,UEFA Euro qualification,Reykjavík,Iceland,False
817,2019-06-11,Albania,Moldova,2,0,UEFA Euro qualification,Elbasan,Albania,False
818,2019-06-11,Andorra,France,0,4,UEFA Euro qualification,Andorra la Vella,Andorra,False
819,2019-06-11,Kazakhstan,San Marino,4,0,UEFA Euro qualification,Nur-Sultan,Kazakhstan,False
820,2019-06-11,Belgium,Scotland,3,0,UEFA Euro qualification,Brussels,Belgium,False
821,2019-06-11,Russia,Cyprus,1,0,UEFA Euro qualification,Nizhny Novgorod,Russia,False
822,2019-06-11,Italy,Bosnia and Herzegovina,2,1,UEFA Euro qualification,Turin,Italy,False
823,2019-06-11,Liechtenstein,Finland,0,2,UEFA Euro qualification,Vaduz,Liechtenstein,False
824,2019-06-11,Greece,Armenia,2,3,UEFA Euro qualification,Athens,Greece,False
825,2019-06-11,Algeria,Burundi,1,1,Friendly,Doha,Qatar,True
826,2019-06-11,Benin,Guinea,1,0,Friendly,Marrakech,Morocco,True
827,2019-06-11,China PR,Tajikistan,1,0,Friendly,Guangzhou,China PR,False
828,2019-06-11,Croatia,Tunisia,1,2,Friendly,Varaždin,Croatia,False
829,2019-06-11,Hong Kong,Taiwan,0,2,Friendly,Hong Kong,Hong Kong,False
830,2019-06-11,Jordan,Indonesia,4,1,Friendly,Amman,Jordan,False
831,2019-06-11,South Korea,Iran,1,1,Friendly,Seoul,South Korea,False
832,2019-06-11,Kyrgyzstan,Palestine,2,2,Friendly,Bishkek,Kyrgyzstan,False
833,2019-06-11,Singapore,Myanmar,1,2,Friendly,Kallang,Singapore,False
834,2019-06-11,Uzbekistan,Syria,2,0,Friendly,Tashkent,Uzbekistan,False
835,2019-06-11,Bangladesh,Laos,0,0,FIFA World Cup qualification,Dhaka,Bangladesh,False
836,2019-06-11,Brunei Darussalam,Mongolia,2,1,FIFA World Cup qualification,Bandar Seri Begawan,Brunei,False
837,2019-06-11,Guam,Bhutan,5,0,FIFA World Cup qualification,Dededo,Guam,False
838,2019-06-11,Pakistan,Cambodia,1,2,FIFA World Cup qualification,Doha,Qatar,True
839,2019-06-11,Sri Lanka,Macau,3,0,FIFA World Cup qualification,Colombo,Sri Lanka,False
840,2019-06-11,Malaysia,Timor-Leste,5,1,FIFA World Cup qualification,Kuala Lumpur,Malaysia,False
841,2019-06-12,Morocco,Gambia,0,1,Friendly,Marrakech,Morocco,False
842,2019-06-13,Egypt,Tanzania,1,0,Friendly,Alexandria,Egypt,False
843,2019-06-14,Cameroon,Mali,1,1,Friendly,Al Wakrah,Qatar,True
844,2019-06-14,Madagascar,Mauritania,1,3,Friendly,Marrakech,Morocco,True
845,2019-06-14,Brazil,Bolivia,3,0,Copa América,São Paulo,Brazil,False
846,2019-06-15,Venezuela,Peru,0,0,Copa América,Porto Alegre,Brazil,True
847,2019-06-15,Argentina,Colombia,0,2,Copa América,Salvador,Brazil,True
848,2019-06-15,Mexico,Cuba,7,0,Gold Cup,Los Angeles,USA,True
849,2019-06-15,Ghana,South Africa,0,0,Friendly,Dubai,United Arab Emirates,True
850,2019-06-15,Indonesia,Vanuatu,6,0,Friendly,Jakarta,Indonesia,False
851,2019-06-15,Ivory Coast,Uganda,0,1,Friendly,Abu Dhabi,United Arab Emirates,True
852,2019-06-15,Kenya,DR Congo,1,1,Friendly,Madrid,Spain,True
853,2019-06-15,Tanzania,Zimbabwe,1,1,Friendly,Cairo,Egypt,True
854,2019-06-16,Paraguay,Qatar,2,2,Copa América,Rio de Janeiro,Brazil,True
855,2019-06-16,Uruguay,Ecuador,4,0,Copa América,Belo Horizonte,Brazil,True
856,2019-06-16,Haiti,Bermuda,2,1,Gold Cup,San José,Jamaica,True
857,2019-06-16,Costa Rica,Nicaragua,4,0,Gold Cup,San José,Jamaica,True
858,2019-06-16,Algeria,Mali,3,2,Friendly,Doha,Qatar,True
859,2019-06-16,Egypt,Guinea,3,1,Friendly,Alexandria,Egypt,False
860,2019-06-16,Morocco,Zambia,2,3,Friendly,Marrakech,Morocco,False
861,2019-06-16,Senegal,Nigeria,1,0,Friendly,Ismaila,Egypt,True
862,2019-06-17,Japan,Chile,0,4,Copa América,São Paulo,Brazil,True
863,2019-06-17,Curaçao,El Salvador,0,1,Gold Cup,Kingston,Jamaica,True
864,2019-06-17,Jamaica,Honduras,3,2,Gold Cup,Kingston,Jamaica,False
865,2019-06-17,Tunisia,Burundi,2,1,Friendly,Radès,Tunisia,False
866,2019-06-18,Bolivia,Peru,1,3,Copa América,Rio de Janeiro,Brazil,True
867,2019-06-18,Brazil,Venezuela,0,0,Copa América,Salvador,Brazil,False
868,2019-06-18,Panama,Trinidad and Tobago,2,0,Gold Cup,Saint Paul,USA,True
869,2019-06-18,USA,Guyana,4,0,Gold Cup,Saint Paul,USA,False
870,2019-06-18,Benin,Mauritania,3,1,Friendly,Marrakech,Morocco,True
871,2019-06-19,Colombia,Qatar,1,0,Copa América,São Paulo,Brazil,True
872,2019-06-19,Argentina,Paraguay,1,1,Copa América,Belo Horizonte,Brazil,True
873,2019-06-19,Mexico,Canada,3,1,Gold Cup,Denver,USA,True
874,2019-06-19,Ivory Coast,Zambia,4,1,Friendly,Abu Dhabi,United Arab Emirates,True
875,2019-06-20,Uruguay,Japan,2,2,Copa América,Porto Alegre,Brazil,True
876,2019-06-20,Nicaragua,Haiti,0,2,Gold Cup,Frisco,USA,True
877,2019-06-20,Costa Rica,Bermuda,2,1,Gold Cup,Frisco,USA,True
878,2019-06-21,Egypt,Zimbabwe,1,0,African Cup of Nations,Cairo,Egypt,False
879,2019-06-21,Ecuador,Chile,1,2,Copa América,Salvador,Brazil,True
880,2019-06-21,El Salvador,Jamaica,0,0,Gold Cup,Houston,USA,True
881,2019-06-21,Honduras,Curaçao,0,1,Gold Cup,Houston,USA,True
882,2019-06-22,DR Congo,Uganda,0,2,African Cup of Nations,Cairo,Egypt,True
883,2019-06-22,Nigeria,Burundi,1,0,African Cup of Nations,Alexandria,Egypt,True
884,2019-06-22,Guinea,Madagascar,2,2,African Cup of Nations,Alexandria,Egypt,True
885,2019-06-22,Bolivia,Venezuela,1,3,Copa América,Belo Horizonte,Brazil,True
886,2019-06-22,Guyana,Panama,2,4,Gold Cup,Cleveland,USA,True
887,2019-06-22,USA,Trinidad and Tobago,6,0,Gold Cup,Cleveland,USA,False
888,2019-06-22,Brazil,Peru,5,0,Copa América,São Paulo,Brazil,False
889,2019-06-23,Senegal,Tanzania,2,0,African Cup of Nations,Cairo,Egypt,True
890,2019-06-23,Algeria,Kenya,2,0,African Cup of Nations,Cairo,Egypt,True
891,2019-06-23,Morocco,Namibia,1,0,African Cup of Nations,Cairo,Egypt,True
892,2019-06-23,Colombia,Paraguay,1,0,Copa América,Salvador,Brazil,True
893,2019-06-23,Qatar,Argentina,0,2,Copa América,Porto Alegre,Brazil,True
894,2019-06-23,Canada,Cuba,7,0,Gold Cup,Charlotte,USA,True
895,2019-06-24,Ivory Coast,South Africa,1,0,African Cup of Nations,Cairo,Egypt,True
896,2019-06-24,Tunisia,Angola,1,1,African Cup of Nations,Suez,Egypt,True
897,2019-06-24,Mali,Mauritania,4,1,African Cup of Nations,Suez,Egypt,True
898,2019-06-24,Chile,Uruguay,0,1,Copa América,Rio de Janeiro,Brazil,True
899,2019-06-24,Ecuador,Japan,1,1,Copa América,Belo Horizonte,Brazil,True
900,2019-06-24,Bermuda,Nicaragua,2,0,Gold Cup,New Jersey,USA,True
901,2019-06-24,Haiti,Costa Rica,2,1,Gold Cup,New Jersey,USA,True
902,2019-06-25,Cameroon,Guinea-Bissau,2,0,African Cup of Nations,Ismaila,Egypt,True
903,2019-06-25,Ghana,Benin,2,2,African Cup of Nations,Ismaila,Egypt,True
904,2019-06-25,Jamaica,Curaçao,1,1,Gold Cup,Los Angeles,USA,True
905,2019-06-25,Honduras,El Salvador,4,0,Gold Cup,Los Angeles,USA,True
906,2019-06-26,Uganda,Zimbabwe,1,1,African Cup of Nations,Cairo,Egypt,True
907,2019-06-26,Egypt,DR Congo,2,0,African Cup of Nations,Cairo,Egypt,False
908,2019-06-26,Nigeria,Guinea,1,0,African Cup of Nations,Alexandria,Egypt,True
909,2019-06-26,Trinidad and Tobago,Guyana,1,1,Gold Cup,Kansas City,USA,True
910,2019-06-26,USA,Panama,1,0,Gold Cup,Kansas City,USA,False
911,2019-06-27,Madagascar,Burundi,1,0,African Cup of Nations,Alexandria,Egypt,True
912,2019-06-27,Senegal,Algeria,0,1,African Cup of Nations,Cairo,Egypt,True
913,2019-06-27,Kenya,Tanzania,3,2,African Cup of Nations,Cairo,Egypt,True
914,2019-06-27,Brazil,Paraguay,0,0,Copa América,Porto Alegre,Brazil,False
915,2019-06-28,Morocco,Ivory Coast,1,0,African Cup of Nations,Cairo,Egypt,True
916,2019-06-28,South Africa,Namibia,1,0,African Cup of Nations,Cairo,Egypt,True
917,2019-06-28,Tunisia,Mali,1,1,African Cup of Nations,Suez,Egypt,True
